Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Quincy Acy,PF,25,SAC,59,29,876,119,214,19,49,100,165,50,68,65,123,188,27,29,24,27,103,307
2,Jordan Adams,SG,21,MEM,2,0,15,2,6,0,1,2,5,3,5,0,2,2,3,3,0,2,2,7
3,Steven Adams,C,22,OKC,80,80,2014,261,426,0,0,261,426,114,196,219,314,533,62,42,89,84,223,636
4,Arron Afflalo,SG,30,NYK,71,57,2371,354,799,91,238,263,561,110,131,23,243,266,144,25,10,82,142,909
5,Alexis Ajinca,C,27,NOP,59,17,861,150,315,0,1,150,314,52,62,75,194,269,31,19,36,54,134,352
6,Cole Aldrich,C,27,LAC,60,5,800,134,225,0,0,134,225,60,84,86,202,288,50,47,68,64,139,328
7,LaMarcus Aldridge,PF,30,SAS,74,74,2261,536,1045,0,16,536,1029,259,302,176,456,632,110,38,81,99,151,1331
8,Cliff Alexander,PF,20,POR,8,0,36,5,10,0,0,5,10,0,0,2,4,6,0,1,2,1,1,10
9,Lavoy Allen,PF,26,IND,79,28,1599,191,370,0,0,191,370,46,73,162,262,424,76,26,42,69,147,428
10,Tony Allen,SG,34,MEM,64,57,1620,215,469,15,42,200,427,90,138,104,192,296,70,110,18,78,175,535
11,Al-Farouq Aminu,SF,25,POR,82,82,2341,299,719,126,349,173,370,115,156,98,401,499,138,72,53,120,171,839
12,Lou Amundson,PF,33,NYK,29,0,204,19,53,0,0,19,53,14,27,23,26,49,12,6,7,15,44,52
13,Chris Andersen,C,37,TOT,27,15,402,38,72,4,14,34,58,25,36,36,62,98,12,15,13,9,29,105
13,Chris Andersen,C,37,MIA,7,1,36,4,10,2,5,2,5,3,4,3,6,9,3,1,3,2,4,13
13,Chris Andersen,C,37,MEM,20,14,366,34,62,2,9,32,53,22,32,33,56,89,9,14,10,7,25,92
14,Alan Anderson,SG,33,WAS,13,0,192,21,59,12,37,9,22,11,15,1,26,27,14,4,1,2,25,65
15,James Anderson,SG,26,SAC,51,15,721,67,178,23,86,44,92,22,29,13,73,86,41,21,14,42,54,179
16,Justin Anderson,SF,22,DAL,55,9,647,71,175,22,83,49,92,44,55,18,114,132,29,19,25,24,45,208
17,Kyle Anderson,SF,22,SAS,78,11,1245,138,295,12,37,126,258,62,83,25,219,244,123,60,29,59,97,350
18,Ryan Anderson,PF,27,NOP,66,7,2008,397,929,131,358,266,571,199,228,131,265,396,73,38,25,90,109,1124
19,Giannis Antetokounmpo,PG,21,MIL,80,79,2823,513,1013,28,109,485,904,296,409,113,499,612,345,94,113,208,258,1350
20,Thanasis Antetokounmpo,SF,23,NYK,2,0,6,3,4,0,1,3,3,0,0,0,1,1,0,0,0,0,2,6
21,Carmelo Anthony,SF,31,NYK,72,72,2530,567,1307,105,310,462,997,334,403,98,458,556,299,62,38,176,180,1573
22,Joel Anthony,C,33,DET,19,0,96,6,10,0,0,6,10,6,8,8,13,21,1,2,12,2,15,18
23,Keith Appling,PG,23,ORL,5,0,27,2,8,0,3,2,5,2,2,0,1,1,1,1,0,3,5,6
24,Trevor Ariza,SF,30,HOU,81,81,2859,357,859,185,499,172,360,126,161,67,299,366,188,160,26,113,177,1025
25,Darrell Arthur,PF,27,DEN,70,16,1516,221,489,45,117,176,372,40,53,86,207,293,96,53,48,66,185,527
26,Omer Asik,C,29,NOP,68,64,1178,104,195,0,0,104,195,61,112,120,294,414,26,21,23,60,124,269
27,D.J. Augustin,PG,28,TOT,62,0,1178,148,350,68,168,80,182,103,128,8,87,95,198,38,4,84,85,467
27,D.J. Augustin,PG,28,OKC,34,0,519,46,121,24,61,22,60,26,34,5,38,43,66,13,2,30,41,142
27,D.J. Augustin,PG,28,DEN,28,0,659,102,229,44,107,58,122,77,94,3,49,52,132,25,2,54,44,325
28,Jeff Ayres,C,28,LAC,17,0,107,12,23,0,1,12,22,6,6,4,18,22,5,0,3,6,18,30
29,Luke Babbitt,SF,26,NOP,47,13,845,122,289,44,109,78,180,39,50,25,123,148,53,11,7,23,90,327
30,Cameron Bairstow,C,25,CHI,18,2,103,13,40,1,5,12,35,7,8,4,24,28,6,2,3,4,19,34
31,Leandro Barbosa,SG,33,GSW,68,0,1079,171,370,39,110,132,260,52,62,28,89,117,82,44,10,53,107,433
32,J.J. Barea,PG,31,DAL,74,16,1667,317,711,100,260,217,451,74,96,26,126,152,302,26,2,113,110,808
33,Andrea Bargnani,C,30,BRK,46,0,634,127,279,3,16,124,263,47,57,28,69,97,18,4,9,26,61,304
34,Harrison Barnes,SF,23,GSW,66,59,2042,295,633,82,214,213,419,102,134,77,248,325,117,41,10,57,136,774
35,Matt Barnes,SF,35,MEM,76,45,2190,264,693,119,370,145,323,111,138,84,336,420,163,78,57,121,234,758
36,Will Barton,SG,25,DEN,82,1,2353,425,983,112,325,313,658,216,268,59,417,476,203,71,39,139,147,1178
37,Brandon Bass,PF,30,LAL,66,0,1342,174,317,0,2,174,315,125,148,104,181,285,74,33,55,42,125,473
38,Nicolas Batum,SF,27,CHO,70,70,2448,372,873,139,399,233,474,163,192,55,373,428,403,65,43,205,114,1046
39,Jerryd Bayless,SG,27,MIL,52,18,1505,185,437,101,231,84,206,70,90,21,120,141,163,47,11,73,111,541
40,Aron Baynes,C,29,DET,81,1,1233,194,384,0,2,194,382,126,165,140,244,384,51,21,52,67,151,514
41,Kent Bazemore,SF,26,ATL,75,68,2083,320,725,109,305,211,420,123,151,28,351,379,171,98,38,138,176,872
42,Bradley Beal,SG,22,WAS,55,35,1708,359,799,105,271,254,528,135,176,41,147,188,162,54,11,112,117,958
43,Michael Beasley,PF,27,HOU,20,0,363,107,205,3,9,104,196,38,49,29,69,98,16,11,9,24,39,255
44,Marco Belinelli,SG,29,SAC,68,7,1672,245,635,91,297,154,338,115,138,10,107,117,127,37,2,80,91,696
45,Anthony Bennett,PF,22,TOR,19,0,84,8,27,3,14,5,13,9,10,6,17,23,0,5,0,4,8,28
46,Patrick Beverley,PG,27,HOU,71,63,2041,258,594,124,310,134,284,60,88,73,177,250,239,94,26,91,234,700
47,Bismack Biyombo,C,23,TOR,82,22,1808,156,288,0,1,156,287,142,226,182,473,655,29,19,133,71,225,454
48,Nemanja Bjelica,PF,27,MIN,60,0,1075,110,235,48,125,62,110,40,55,49,161,210,83,26,21,47,154,308
49,Tarik Black,C,24,LAL,39,0,496,57,104,0,0,57,104,19,45,44,113,157,16,14,18,22,78,133
50,DeJuan Blair,C,26,WAS,29,0,218,28,68,0,1,28,67,5,13,20,37,57,11,8,2,15,53,61
51,Steve Blake,PG,35,DET,58,2,986,93,240,52,151,41,89,16,20,9,80,89,200,24,5,81,70,254
52,Eric Bledsoe,PG,26,PHO,31,31,1059,223,492,48,129,175,363,138,172,18,107,125,190,63,19,110,75,632
53,Bojan Bogdanovic,SF,26,BRK,79,39,2115,324,749,129,338,195,411,110,132,36,219,255,99,29,5,115,119,887
54,Andrew Bogut,C,31,GSW,70,66,1451,175,279,1,1,174,278,24,50,121,371,492,162,33,114,83,221,375
55,Matt Bonner,C,35,SAS,30,2,206,29,57,15,34,14,23,3,4,3,24,27,9,6,1,3,16,76
56,Devin Booker,SG,19,PHO,76,51,2108,367,867,99,289,268,578,215,256,27,160,187,200,44,20,160,225,1048
57,Trevor Booker,PF,28,UTA,79,2,1632,190,388,12,41,178,347,71,106,166,286,452,84,59,41,81,169,463
58,Chris Bosh,PF,31,MIA,53,53,1778,358,767,81,222,277,545,213,268,48,342,390,128,36,34,78,101,1010
59,Avery Bradley,SG,25,BOS,76,72,2536,456,1019,147,407,309,612,96,123,48,172,220,158,117,19,109,164,1155
60,Elton Brand,C,36,PHI,17,1,225,31,72,0,1,31,71,8,9,9,54,63,18,9,8,11,32,70
61,Corey Brewer,SF,29,HOU,82,12,1669,212,552,61,224,151,328,105,140,42,157,199,109,84,19,78,168,590
62,Aaron Brooks,PG,31,CHI,69,0,1108,188,469,66,185,122,284,49,64,21,80,101,180,30,10,82,132,491
63,Anthony Brown,SF,23,LAL,29,11,599,39,126,20,70,19,56,17,20,9,61,70,19,14,5,15,34,115
64,Lorenzo Brown,PG,25,PHO,8,0,61,8,25,1,8,7,17,3,4,0,7,7,11,3,1,9,4,20
65,Markel Brown,SG,24,BRK,62,6,982,127,322,38,121,89,201,71,94,23,99,122,91,38,15,54,94,363
66,Kobe Bryant,SF,37,LAL,66,66,1863,398,1113,133,467,265,646,232,281,41,206,247,184,62,13,129,115,1161
67,Chase Budinger,SF,27,TOT,66,2,929,104,239,24,86,80,153,39,56,43,107,150,64,32,10,44,62,271
67,Chase Budinger,SF,27,IND,49,2,729,81,194,20,69,61,125,34,48,31,90,121,49,29,9,31,46,216
67,Chase Budinger,SF,27,PHO,17,0,200,23,45,4,17,19,28,5,8,12,17,29,15,3,1,13,16,55
68,Reggie Bullock,SF,24,DET,37,0,429,43,98,22,53,21,45,14,15,14,54,68,27,10,2,8,29,122
69,Trey Burke,PG,23,UTA,64,0,1366,262,634,88,256,174,378,67,82,18,94,112,148,35,6,80,86,679
70,Alec Burks,SG,24,UTA,31,3,797,137,334,32,79,105,255,106,141,16,93,109,63,18,4,51,71,412
71,Caron Butler,SF,35,SAC,17,1,176,25,59,3,18,22,41,10,12,5,17,22,10,9,1,3,19,63
72,Jimmy Butler,SG,26,CHI,67,67,2474,470,1035,64,205,406,830,395,475,79,279,358,321,110,43,132,124,1399
73,Rasual Butler,SF,36,SAS,46,0,432,49,104,15,49,34,55,11,16,3,53,56,24,13,23,8,11,124
74,Bruno Caboclo,SF,20,TOR,6,1,43,1,12,1,7,0,5,0,0,1,1,2,1,2,1,4,2,3
75,Jose Calderon,PG,34,NYK,72,72,2024,209,455,84,203,125,252,42,48,22,207,229,298,63,7,87,135,544
76,Kentavious Caldwell-Pope,SG,22,DET,76,76,2789,403,960,114,369,289,591,185,228,70,212,282,138,110,17,105,167,1105
77,Isaiah Canaan,SG,24,PHI,77,39,1966,260,722,176,485,84,237,150,180,20,154,174,137,56,12,91,133,846
78,Clint Capela,C,21,HOU,77,35,1471,231,397,0,1,231,396,80,211,194,300,494,47,59,92,60,190,542
79,DeMarre Carroll,SF,29,TOR,26,22,786,105,270,46,118,59,152,30,50,31,91,122,27,44,6,28,63,286
80,Vince Carter,SG,39,MEM,60,3,1005,133,343,59,169,74,174,70,84,31,115,146,56,38,16,35,101,395
81,Michael Carter-Williams,PG,24,MIL,54,37,1649,251,555,15,55,236,500,106,162,48,228,276,281,80,41,153,162,623
82,Omri Casspi,PF,27,SAC,69,21,1880,299,622,112,274,187,348,103,159,58,352,410,95,56,17,94,154,813
83,Willie Cauley-Stein,C,22,SAC,66,39,1412,191,339,0,2,191,337,81,125,134,218,352,37,48,66,46,146,463
84,Mario Chalmers,PG,29,TOT,61,7,1373,182,444,46,149,136,295,218,262,24,133,157,230,88,13,110,181,628
84,Mario Chalmers,PG,29,MIA,6,0,120,10,32,1,11,9,21,12,13,1,13,14,19,8,1,9,16,33
84,Mario Chalmers,PG,29,MEM,55,7,1253,172,412,45,138,127,274,206,249,23,120,143,211,80,12,101,165,595
85,Tyson Chandler,C,33,PHO,66,60,1618,183,314,0,1,183,313,106,171,175,401,576,64,36,44,93,145,472
86,Rakeem Christmas,PF,24,IND,1,0,6,2,2,0,0,2,2,0,0,1,0,1,0,0,0,0,1,4
87,Ian Clark,SG,24,GSW,66,1,578,89,202,30,84,59,118,28,34,13,55,68,64,17,13,43,58,236
88,Coty Clarke,SF,23,BOS,3,0,6,2,4,2,2,0,2,0,0,0,1,1,0,0,0,1,0,6
89,Jordan Clarkson,SG,23,LAL,79,79,2552,475,1098,111,320,364,778,164,204,93,220,313,192,88,7,135,168,1225
90,Norris Cole,PG,27,NOP,45,23,1198,196,484,33,102,163,382,52,65,10,141,151,167,37,5,75,102,477
91,Darren Collison,PG,28,SAC,74,15,2219,377,776,87,217,290,559,194,226,28,141,169,318,76,4,130,142,1035
92,Nick Collison,PF,35,OKC,59,4,699,50,109,0,2,50,107,23,33,68,103,171,52,15,16,50,107,123
93,Mike Conley,PG,28,MEM,56,56,1761,294,696,78,215,216,481,191,229,26,138,164,342,67,16,84,100,857
94,Pat Connaughton,SG,23,POR,34,0,143,13,49,5,21,8,28,5,5,11,21,32,10,2,0,10,6,36
95,Chris Copeland,PF,31,MIL,24,1,156,17,51,10,36,7,15,6,7,1,9,10,11,2,0,6,17,50
96,Bryce Cotton,PG,23,TOT,8,0,39,4,10,0,3,4,7,0,0,0,0,0,3,3,0,5,2,8
96,Bryce Cotton,PG,23,PHO,3,0,33,2,8,0,3,2,5,0,0,0,0,0,3,3,0,5,2,4
96,Bryce Cotton,PG,23,MEM,5,0,6,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4
97,DeMarcus Cousins,C,25,SAC,65,65,2246,601,1332,70,210,531,1122,476,663,158,589,747,214,101,92,249,236,1748
98,Robert Covington,SF,25,PHI,67,49,1903,274,712,170,482,104,230,140,177,65,354,419,97,105,40,143,232,858
99,Allen Crabbe,SG,23,POR,81,8,2105,311,678,112,285,199,393,98,113,27,189,216,99,63,16,64,192,832
100,Jamal Crawford,SG,35,LAC,79,5,2126,379,939,117,344,262,595,245,271,20,125,145,183,52,12,113,122,1120
101,Jae Crowder,SF,25,BOS,73,73,2308,360,813,122,363,238,450,196,239,70,303,373,135,126,35,83,198,1038
102,Dante Cunningham,SF,28,NOP,80,46,1971,186,412,55,174,131,238,57,82,57,179,236,77,42,33,41,173,484
103,Jared Cunningham,SG,24,TOT,44,3,410,36,105,12,39,24,66,36,55,3,35,38,20,14,2,21,41,120
103,Jared Cunningham,SG,24,CLE,40,3,355,32,91,10,32,22,59,30,48,3,26,29,19,12,2,18,37,104
103,Jared Cunningham,SG,24,MIL,4,0,55,4,14,2,7,2,7,6,7,0,9,9,1,2,0,3,4,16
104,Seth Curry,PG,25,SAC,44,9,692,102,224,50,111,52,113,45,54,9,51,60,67,22,3,36,41,299
105,Stephen Curry,PG,27,GSW,79,79,2700,805,1598,402,886,403,712,363,400,68,362,430,527,169,15,262,161,2375
106,Troy Daniels,SG,24,CHO,43,0,476,89,187,59,122,30,65,5,9,7,50,57,21,11,3,24,40,242
107,Anthony Davis,C,22,NOP,61,61,2164,560,1136,35,108,525,1028,326,430,130,497,627,116,78,125,121,148,1481
108,Ed Davis,PF,26,POR,81,0,1684,206,337,0,0,206,337,114,204,224,375,599,88,57,72,64,202,526
109,Branden Dawson,PF,22,LAC,6,0,29,2,5,0,0,2,5,1,1,2,2,4,0,0,1,0,2,5
110,Dewayne Dedmon,C,26,ORL,58,20,705,99,177,0,0,99,177,57,76,67,161,228,13,22,46,32,109,255
111,Bryce Dejean-Jones,SG,23,NOP,14,11,279,28,69,12,32,16,37,11,21,8,40,48,15,10,2,11,17,79
112,Sam Dekker,PF,21,HOU,3,0,6,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
113,Matthew Dellavedova,PG,25,CLE,76,14,1867,207,511,98,239,109,272,57,66,33,129,162,337,44,9,116,178,569
114,Luol Deng,PF,30,MIA,74,73,2394,339,745,88,256,251,489,145,192,108,335,443,140,74,29,81,122,911
115,DeMar DeRozan,SG,26,TOR,78,78,2804,614,1377,47,139,567,1238,555,653,64,285,349,315,81,21,175,167,1830
116,Boris Diaw,PF,33,SAS,76,4,1386,202,383,25,69,177,314,56,76,58,175,233,176,26,21,97,102,485
117,Gorgui Dieng,C,26,MIN,82,39,2220,308,579,6,20,302,559,205,248,157,428,585,143,94,96,140,219,827
118,Spencer Dinwiddie,PG,22,DET,12,0,159,19,54,1,10,18,44,19,33,4,13,17,22,3,0,7,20,58
119,Toney Douglas,PG,29,NOP,61,18,1262,183,445,81,203,102,242,84,99,25,118,143,157,70,5,64,131,531
120,Goran Dragic,PG,29,MIA,72,72,2363,417,875,64,205,353,670,120,165,54,223,277,419,71,17,185,188,1018
121,Andre Drummond,C,22,DET,81,81,2666,552,1060,2,6,550,1054,208,586,395,803,1198,67,119,112,155,245,1314
122,Jared Dudley,PF,30,WAS,81,41,2098,233,487,100,238,133,249,72,98,54,232,286,170,75,18,80,190,638
123,Duje Dukan,SF,24,SAC,1,0,24,2,10,2,5,0,5,0,0,2,2,4,1,1,0,0,2,6
124,Tim Duncan,C,39,SAS,61,60,1536,215,441,0,2,215,439,92,131,115,332,447,163,47,78,90,125,522
125,Mike Dunleavy,SF,35,CHI,31,30,703,77,188,39,99,38,89,29,37,8,75,83,39,14,10,26,66,222
126,Kevin Durant,SF,27,OKC,72,72,2578,698,1381,186,481,512,900,447,498,45,544,589,361,69,85,250,137,2029
127,Cleanthony Early,SF,24,NYK,17,2,154,12,40,4,15,8,25,3,4,4,22,26,6,2,3,9,16,31
128,Jarell Eddie,SF,24,WAS,26,0,147,20,65,15,47,5,18,8,8,2,21,23,5,5,1,1,5,63
129,Wayne Ellington,SG,28,BRK,76,41,1615,218,561,96,268,122,293,54,63,20,154,174,83,48,5,45,82,586
130,Monta Ellis,SG,30,IND,81,81,2734,436,1021,87,282,349,739,162,206,42,229,271,383,150,37,203,174,1121
131,James Ennis,SF,25,TOT,22,5,329,54,113,26,58,28,55,25,34,21,21,42,21,16,5,19,28,159
131,James Ennis,SF,25,MIA,3,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
131,James Ennis,SF,25,MEM,10,0,40,4,13,2,8,2,5,6,10,4,3,7,2,4,2,2,1,16
131,James Ennis,SF,25,NOP,9,5,282,50,100,24,50,26,50,19,24,17,18,35,18,12,3,17,26,143
132,Tyler Ennis,PG,21,MIL,46,7,654,84,187,13,39,71,148,25,34,13,62,75,95,25,1,46,64,206
133,Jeremy Evans,SF,28,DAL,30,2,251,26,48,4,16,22,32,15,21,11,43,54,2,6,9,7,19,71
134,Tyreke Evans,SG,26,NOP,25,25,765,136,314,33,85,103,229,74,93,20,109,129,164,32,8,73,66,379
135,Festus Ezeli,C,26,GSW,46,13,770,125,228,0,0,125,228,70,132,91,166,257,32,18,50,38,94,320
136,Kenneth Faried,PF,26,DEN,67,64,1694,349,626,1,2,348,624,136,222,235,346,581,79,32,60,91,169,835
137,Jordan Farmar,PG,29,MEM,12,10,291,42,100,16,45,26,55,10,10,4,21,25,37,15,2,18,22,110
138,Derrick Favors,PF,24,UTA,62,59,1983,418,811,0,4,418,807,180,254,169,334,503,94,74,91,104,150,1016
139,Cristiano Felicio,C,23,CHI,31,4,321,40,72,0,4,40,68,25,35,30,72,102,26,6,13,13,31,105
140,Raymond Felton,PG,31,DAL,80,31,2192,277,682,60,213,217,469,149,176,36,222,258,284,68,15,121,141,763
141,Evan Fournier,SF,23,ORL,79,71,2566,429,929,156,390,273,539,199,238,33,192,225,213,96,2,133,214,1213
142,Randy Foye,SG,32,TOT,81,8,1642,169,482,75,250,94,232,61,74,24,132,156,161,39,29,86,131,474
142,Randy Foye,SG,32,DEN,54,7,1070,117,333,50,169,67,164,39,47,16,89,105,112,26,16,58,83,323
142,Randy Foye,SG,32,OKC,27,1,572,52,149,25,81,27,68,22,27,8,43,51,49,13,13,28,48,151
143,Tim Frazier,PG,25,TOT,51,2,741,96,229,16,48,80,181,53,74,26,84,110,162,33,2,65,73,261
143,Tim Frazier,PG,25,POR,35,1,272,20,60,3,17,17,43,8,15,11,28,39,42,10,1,27,31,51
143,Tim Frazier,PG,25,NOP,16,1,469,76,169,13,31,63,138,45,59,15,56,71,120,23,1,38,42,210
144,Jimmer Fredette,SG,26,TOT,6,0,18,2,5,1,2,1,3,4,5,0,0,0,1,1,0,2,2,9
144,Jimmer Fredette,SG,26,NOP,4,0,13,1,4,0,1,1,3,0,0,0,0,0,1,1,0,1,1,2
144,Jimmer Fredette,SG,26,NYK,2,0,5,1,1,1,1,0,0,4,5,0,0,0,0,0,0,1,1,7
145,Channing Frye,PF-C,32,TOT,70,32,1200,152,347,91,235,61,112,30,35,35,199,234,71,29,28,43,127,425
145,Channing Frye,PF,32,ORL,44,29,754,81,186,48,121,33,65,19,21,23,118,141,45,21,20,30,71,229
145,Channing Frye,C,32,CLE,26,3,446,71,161,43,114,28,47,11,14,12,81,93,26,8,8,13,56,196
146,Danilo Gallinari,SF,27,DEN,53,53,1839,287,700,87,239,200,461,375,432,52,229,281,135,42,19,77,87,1036
147,Langston Galloway,PG,24,NYK,82,7,2033,231,588,77,224,154,364,86,114,43,245,288,207,77,22,61,177,625
148,Kevin Garnett,PF,39,MIN,38,38,556,54,115,0,1,54,114,14,21,15,135,150,62,28,10,16,70,122
149,Marc Gasol,C,31,MEM,52,52,1791,328,707,2,3,326,704,203,245,58,304,362,196,50,70,118,141,861
150,Pau Gasol,C,35,CHI,72,72,2291,467,995,24,69,443,926,229,289,155,638,793,294,42,146,164,148,1187
151,Rudy Gay,SF,29,SAC,70,70,2379,466,1007,74,215,392,792,198,254,103,353,456,120,100,51,139,184,1204
152,Alonzo Gee,SF,28,NOP,73,38,1632,132,255,17,60,115,195,44,66,60,185,245,72,63,13,55,169,325
153,Paul George,SF,25,IND,81,81,2819,605,1449,210,566,395,883,454,528,79,484,563,329,152,29,265,230,1874
154,Taj Gibson,PF,30,CHI,73,55,1936,263,500,0,3,263,497,101,146,206,298,504,106,47,77,78,180,627
155,Manu Ginobili,SG,38,SAS,58,0,1134,197,435,70,179,127,256,91,112,26,120,146,177,66,11,99,99,555
156,Rudy Gobert,C,23,UTA,61,60,1932,198,354,0,0,198,354,161,283,208,460,668,91,45,135,114,163,557
157,Drew Gooden,PF,34,WAS,30,0,305,33,103,7,41,26,62,9,14,28,57,85,13,8,11,13,40,82
158,Archie Goodwin,PG,21,PHO,57,13,1114,176,422,23,99,153,323,130,193,27,115,142,118,27,13,100,84,505
159,Aaron Gordon,PF,20,ORL,78,37,1863,274,579,42,142,232,437,129,193,154,353,507,128,59,55,66,153,719
160,Eric Gordon,SG,27,NOP,45,44,1481,231,552,113,294,118,258,111,125,10,89,99,121,43,14,73,98,686
161,Marcin Gortat,C,31,WAS,75,74,2256,433,764,0,1,433,763,146,207,222,519,741,106,47,96,121,193,1012
162,Andrew Goudelock,PG,27,HOU,8,0,50,9,20,1,9,8,11,3,4,1,1,2,4,6,2,7,4,22
163,Jerami Grant,PF,21,PHI,77,52,2066,251,599,35,146,216,453,212,322,99,262,361,135,54,127,110,215,749
164,Jerian Grant,PG,23,NYK,76,6,1265,154,391,22,100,132,291,96,123,23,120,143,177,50,10,87,97,426
165,Danny Green,SG,28,SAS,79,79,2062,211,561,116,349,95,212,34,46,48,255,303,141,79,64,75,141,572
166,Draymond Green,PF,25,GSW,81,81,2808,401,819,100,258,301,561,229,329,134,635,769,598,119,113,259,240,1131
167,Erick Green,PG,24,TOT,9,0,42,5,13,1,5,4,8,2,2,3,3,6,3,1,0,0,4,13
167,Erick Green,PG,24,DEN,3,0,7,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
167,Erick Green,PG,24,UTA,6,0,35,5,12,1,4,4,8,2,2,3,2,5,2,1,0,0,4,13
